title,rating
Sesher Kobita The Last Poem,4.23
Parzival,3.79
The Tain,3.97
Book of Longing,4.02
The Complete Works of William Shakespeare ,4.52
A Season in Hell,4.11
Coming Through Slaughter,3.9
The Book of Nightmares,4.22
Paradiso,3.95
Pan Tadeusz,3.35
Writing Down the Bones,4.19
The Book of Psalms,4.4
The Collected Poems of Emily Dickinson,4.22
The Universe of Us,4.1
Cronopios and Famas,4.27
The Real Mother Goose,4.32
The Book of Lies,3.77
Annabel Lee,4.33
Beautiful Losers,3.61
Make Lemonade,3.68
The Rose That Grew from Concrete,4.39
I Wrote This For You,4.16
The Gift,4.41
Bright Star,4.29
Chicken Soup for the Teenage Soul II,3.98
Madeline,4.23
The Nibelungenlied,3.87
Runny Babbit,4.12
Manfred,3.82
Because I Am Furniture,3.84
The Comedy of Errors,3.74
The Postman,3.7
Smoke,4.33
The Complete Poems,4.28
The Home and the World,3.83
Go the F**k to Sleep,4.27
The Collected Poems,4.27
The Complete Plays,4.27
Another Bullshit Night in Suck City,3.79
Hot Water Music,3.91
The Faerie Queene,3.57
Tennysons Poetry,4.07
Phenomenal Woman,4.56
Room on the Broom,4.43
The Mabinogion,3.95
Sharp Teeth,3.88
 Things to Be Happy About,4.04
King Henry IV Part ,3.83
Chicken Soup for the Teenage Soul,3.93
Collected Poems,4.24
The Complete Poems,4.24
Witness,3.72
Faust Part Two,3.73
Alls Well That Ends Well,3.64
Pieces of You,4.28
The Riverside Shakespeare,4.55
The Peregrine,4.18
A Ranch Bordering the Salty River,4.64
Cacoethes,4.38
Omeros,4.0
The Garden,3.74
The Boy the Mole the Fox and the Horse,4.6
Instructions,4.28
The Day Before,4.0
The Mind,4.71
The Saga of the Volsungs,4.01
More To Life,4.86
What My Mother Doesnt Know,3.82
Shark Girl,3.86
The Wonderful Pigs of Jillian Jiggs,4.3
The Holy Terrors,3.76
Residence on Earth,4.39
The Collected Poems of Wilfred Owen,4.34
Spring Water,4.33
Grief is the Thing with Feathers,3.87
If I Ran the Circus,3.93
Home of the Brave,4.26
Sailing Alone Around the Room,4.23
Cane,3.87
The Valley of Vision,4.55
The Labyrinth of Solitude and Other Writings,4.15
Dreamtigers,4.2
One of Those Hideous Books Where the Mother Dies,3.95
Far from You,4.08
The Captain is Out to Lunch and the Sailors Have Taken Over the Ship,3.92
The Black Flamingo,4.46
Bring Me a Unicorn,3.92
Human Landscapes from My Country,4.58
The Awful Rowing Toward God,4.22
Aurelia and Other Writings,4.05
Les Chants de Maldoror,4.18
Birthday Letters,3.92
Kissing Annabel,3.33
There Was an Old Lady Who Swallowed a Fly,4.22
Chasing Brooklyn,4.09
The Crossover,4.27
Ariel,4.27
The Tent,3.69
Love Is a Dog from Hell,4.13
The Complete Collected Poems,4.41
Wilderness,3.96
The Most Beautiful Woman in Town and Other Stories,3.96
Sad Girls,3.38
 Psychosis,4.23
The Art of Life,4.15
Depression and Other Magic Tricks,3.79
Horseradish,4.04
Ghazals of Ghalib,4.39
Native Realm,4.08
Citizen,4.3
Homeric Hymns,4.03
Nature,3.82
The Riverside Chaucer,4.19
The Winters Tale,3.71
The Watch That Ends the Night,4.13
Love Poems,4.26
Collected Poems  ,4.19
Alcools,4.03
Math Curse,4.18
Memories,4.1
Long Way Down,4.31
The Dream Songs,4.19
The Foot Book,4.02
Tales from the Perilous Realm,4.08
Layla and Majnun,3.99
Salt,4.32
The HarperCollins Study Bible,4.37
Racing Hummingbirds,4.3
Reflections Of A Man,4.17
The Complete Works of Edgar Allan Poe,4.5
Stopping by Woods on a Snowy Evening,4.4
Vice,4.12
Tarantula,3.26
Complete Shorter Fiction,4.15
Death of a Naturalist,4.28
Psalms,4.53
The Book of Common Prayer and Administration of the Sacraments and Other Rites and Ceremonies of the Church,4.37
The Golden Gate,4.11
Everyones a Aliebn When Ur a Aliebn Too,4.07
Who Will Comfort Toffle,4.44
I Aint Gonna Paint No More ,4.27
Picnic Lightning,4.26
Chloe Plus Olivia,4.01
The Major Works,4.04
Rilkes Book of Hours,4.32
Wit and Wisdom from Poor Richards Almanack,4.13
Journals,3.99
The Top  Poems,4.15
Wouldnt Take Nothing for My Journey Now,4.28
Dr Seusss Sleep Book,4.17
The Axion Esti,4.61
All of Us,4.31
Quick as a Cricket,4.12
The Great Fires,4.34
